index,file_name,subject_ID,orientation,orientation_category,test_group_criteria,test_group_classification
1964,N60095_dwi_mask_OF_prepped_RSP.nii.gz,N60095,RSP,19,0.077911444,0
1965,N60095_dwi_mask_OF_prepped_SAL.nii.gz,N60095,SAL,20,0.721320316,0
1966,N60095_dwi_mask_OF_prepped_SLP.nii.gz,N60095,SLP,21,0.802540091,0
1967,N60095_dwi_mask_OF_prepped_SPR.nii.gz,N60095,SPR,22,0.073146198,0
1968,N60095_dwi_mask_OF_prepped_SRA.nii.gz,N60095,SRA,23,0.407106502,0
1969,N60097_dwi_mask_OF_prepped_AIL.nii.gz,N60097,AIL,0,0.09290569,0
1970,N60097_dwi_mask_OF_prepped_ALS.nii.gz,N60097,ALS,1,0.289463059,0
1971,N60097_dwi_mask_OF_prepped_ARI.nii.gz,N60097,ARI,2,0.995270913,0
1972,N60097_dwi_mask_OF_prepped_ASR.nii.gz,N60097,ASR,3,0.963484404,0
1973,N60097_dwi_mask_OF_prepped_IAR.nii.gz,N60097,IAR,4,0.374456348,0
1974,N60097_dwi_mask_OF_prepped_ILA.nii.gz,N60097,ILA,5,0.268903756,0
1975,N60097_dwi_mask_OF_prepped_IPL.nii.gz,N60097,IPL,6,0.114502342,0
1976,N60097_dwi_mask_OF_prepped_IRP.nii.gz,N60097,IRP,7,0.279809337,0
1977,N60097_dwi_mask_OF_prepped_LAI.nii.gz,N60097,LAI,8,0.139547057,0
1978,N60097_dwi_mask_OF_prepped_LIP.nii.gz,N60097,LIP,9,0.335756638,0
1979,N60097_dwi_mask_OF_prepped_LPS.nii.gz,N60097,LPS,10,0.915911467,0
1980,N60097_dwi_mask_OF_prepped_LSA.nii.gz,N60097,LSA,11,0.871092528,0
1981,N60097_dwi_mask_OF_prepped_PIR.nii.gz,N60097,PIR,12,0.771497413,0
1982,N60097_dwi_mask_OF_prepped_PLI.nii.gz,N60097,PLI,13,0.876992689,0
1983,N60097_dwi_mask_OF_prepped_PRS.nii.gz,N60097,PRS,14,0.02409786,0
1984,N60097_dwi_mask_OF_prepped_PSL.nii.gz,N60097,PSL,15,0.221428214,0
1985,N60097_dwi_mask_OF_prepped_RAS.nii.gz,N60097,RAS,16,0.840617231,0
1986,N60097_dwi_mask_OF_prepped_RIA.nii.gz,N60097,RIA,17,0.463848706,0
1987,N60097_dwi_mask_OF_prepped_RPI.nii.gz,N60097,RPI,18,0.209102523,0
1988,N60097_dwi_mask_OF_prepped_RSP.nii.gz,N60097,RSP,19,0.120170555,0
1989,N60097_dwi_mask_OF_prepped_SAL.nii.gz,N60097,SAL,20,0.975307521,0
1990,N60097_dwi_mask_OF_prepped_SLP.nii.gz,N60097,SLP,21,0.11201626,0
1991,N60097_dwi_mask_OF_prepped_SPR.nii.gz,N60097,SPR,22,0.318677812,0
1992,N60097_dwi_mask_OF_prepped_SRA.nii.gz,N60097,SRA,23,0.84977611,0
1993,N60101_dwi_mask_OF_prepped_AIL.nii.gz,N60101,AIL,0,0.667603506,0
1994,N60101_dwi_mask_OF_prepped_ALS.nii.gz,N60101,ALS,1,0.916693627,0
1995,N60101_dwi_mask_OF_prepped_ARI.nii.gz,N60101,ARI,2,0.202851596,0
1996,N60101_dwi_mask_OF_prepped_ASR.nii.gz,N60101,ASR,3,0.945784574,0
1997,N60101_dwi_mask_OF_prepped_IAR.nii.gz,N60101,IAR,4,0.918241376,0
1998,N60101_dwi_mask_OF_prepped_ILA.nii.gz,N60101,ILA,5,0.143712962,0
1999,N60101_dwi_mask_OF_prepped_IPL.nii.gz,N60101,IPL,6,0.097617577,0
2000,N60101_dwi_mask_OF_prepped_IRP.nii.gz,N60101,IRP,7,0.27216831,0
2001,N60101_dwi_mask_OF_prepped_LAI.nii.gz,N60101,LAI,8,0.587533566,0
2002,N60101_dwi_mask_OF_prepped_LIP.nii.gz,N60101,LIP,9,0.61001974,0
2003,N60101_dwi_mask_OF_prepped_LPS.nii.gz,N60101,LPS,10,0.733698374,0
2004,N60101_dwi_mask_OF_prepped_LSA.nii.gz,N60101,LSA,11,0.500679662,0
2005,N60101_dwi_mask_OF_prepped_PIR.nii.gz,N60101,PIR,12,0.992297008,0
2006,N60101_dwi_mask_OF_prepped_PLI.nii.gz,N60101,PLI,13,0.773272467,0
2007,N60101_dwi_mask_OF_prepped_PRS.nii.gz,N60101,PRS,14,0.193490345,0
2008,N60101_dwi_mask_OF_prepped_PSL.nii.gz,N60101,PSL,15,0.268585551,0
2009,N60101_dwi_mask_OF_prepped_RAS.nii.gz,N60101,RAS,16,0.430529705,0
2010,N60101_dwi_mask_OF_prepped_RIA.nii.gz,N60101,RIA,17,0.009469446,0
2011,N60101_dwi_mask_OF_prepped_RPI.nii.gz,N60101,RPI,18,0.829172151,0
2012,N60101_dwi_mask_OF_prepped_RSP.nii.gz,N60101,RSP,19,0.542851391,0
2013,N60101_dwi_mask_OF_prepped_SAL.nii.gz,N60101,SAL,20,0.923462806,0
2014,N60101_dwi_mask_OF_prepped_SLP.nii.gz,N60101,SLP,21,0.938636318,0
2015,N60101_dwi_mask_OF_prepped_SPR.nii.gz,N60101,SPR,22,0.525929452,0
2016,N60101_dwi_mask_OF_prepped_SRA.nii.gz,N60101,SRA,23,0.598634036,0
2017,N60103_dwi_mask_OF_prepped_AIL.nii.gz,N60103,AIL,0,0.472862406,0
2018,N60103_dwi_mask_OF_prepped_ALS.nii.gz,N60103,ALS,1,0.338311336,0
2019,N60103_dwi_mask_OF_prepped_ARI.nii.gz,N60103,ARI,2,0.335021243,0
2020,N60103_dwi_mask_OF_prepped_ASR.nii.gz,N60103,ASR,3,0.349337833,0
2021,N60103_dwi_mask_OF_prepped_IAR.nii.gz,N60103,IAR,4,0.382997369,0
2022,N60103_dwi_mask_OF_prepped_ILA.nii.gz,N60103,ILA,5,0.390204316,0
2023,N60103_dwi_mask_OF_prepped_IPL.nii.gz,N60103,IPL,6,0.249421155,0
2024,N60103_dwi_mask_OF_prepped_IRP.nii.gz,N60103,IRP,7,0.376150122,0
2025,N60103_dwi_mask_OF_prepped_LAI.nii.gz,N60103,LAI,8,0.674362297,0
2026,N60103_dwi_mask_OF_prepped_LIP.nii.gz,N60103,LIP,9,0.84378166,0
2027,N60103_dwi_mask_OF_prepped_LPS.nii.gz,N60103,LPS,10,0.940854331,0
2028,N60103_dwi_mask_OF_prepped_LSA.nii.gz,N60103,LSA,11,0.000971789,0
2029,N60103_dwi_mask_OF_prepped_PIR.nii.gz,N60103,PIR,12,0.193789957,0
2030,N60103_dwi_mask_OF_prepped_PLI.nii.gz,N60103,PLI,13,0.356405784,0
2031,N60103_dwi_mask_OF_prepped_PRS.nii.gz,N60103,PRS,14,0.624775681,0
2032,N60103_dwi_mask_OF_prepped_PSL.nii.gz,N60103,PSL,15,0.882075123,0
2033,N60103_dwi_mask_OF_prepped_RAS.nii.gz,N60103,RAS,16,0.576375702,0
2034,N60103_dwi_mask_OF_prepped_RIA.nii.gz,N60103,RIA,17,0.60395568,0
2035,N60103_dwi_mask_OF_prepped_RPI.nii.gz,N60103,RPI,18,0.596065959,0
2036,N60103_dwi_mask_OF_prepped_RSP.nii.gz,N60103,RSP,19,0.417197165,0
2037,N60103_dwi_mask_OF_prepped_SAL.nii.gz,N60103,SAL,20,0.850835647,0
2038,N60103_dwi_mask_OF_prepped_SLP.nii.gz,N60103,SLP,21,0.113394922,0
2039,N60103_dwi_mask_OF_prepped_SPR.nii.gz,N60103,SPR,22,0.599869255,0
2040,N60103_dwi_mask_OF_prepped_SRA.nii.gz,N60103,SRA,23,0.557748736,0
2041,N60127_dwi_mask_OF_prepped_AIL.nii.gz,N60127,AIL,0,0.019217041,0
2042,N60127_dwi_mask_OF_prepped_ALS.nii.gz,N60127,ALS,1,0.004938672,0
2043,N60127_dwi_mask_OF_prepped_ARI.nii.gz,N60127,ARI,2,0.26548705,0
2044,N60127_dwi_mask_OF_prepped_ASR.nii.gz,N60127,ASR,3,0.462727055,0
2045,N60127_dwi_mask_OF_prepped_IAR.nii.gz,N60127,IAR,4,0.584099817,0
2046,N60127_dwi_mask_OF_prepped_ILA.nii.gz,N60127,ILA,5,0.467809819,0
2047,N60127_dwi_mask_OF_prepped_IPL.nii.gz,N60127,IPL,6,0.160771611,0
2048,N60127_dwi_mask_OF_prepped_IRP.nii.gz,N60127,IRP,7,0.210680908,0
2049,N60127_dwi_mask_OF_prepped_LAI.nii.gz,N60127,LAI,8,0.988055782,0
2050,N60127_dwi_mask_OF_prepped_LIP.nii.gz,N60127,LIP,9,0.465770579,0
2051,N60127_dwi_mask_OF_prepped_LPS.nii.gz,N60127,LPS,10,0.996460245,0
2052,N60127_dwi_mask_OF_prepped_LSA.nii.gz,N60127,LSA,11,0.147406156,0
2053,N60127_dwi_mask_OF_prepped_PIR.nii.gz,N60127,PIR,12,0.49954704,0
2054,N60127_dwi_mask_OF_prepped_PLI.nii.gz,N60127,PLI,13,0.805846521,0
2055,N60127_dwi_mask_OF_prepped_PRS.nii.gz,N60127,PRS,14,0.873565329,0
2056,N60127_dwi_mask_OF_prepped_PSL.nii.gz,N60127,PSL,15,0.634974089,0
2057,N60127_dwi_mask_OF_prepped_RAS.nii.gz,N60127,RAS,16,0.093322253,0
2058,N60127_dwi_mask_OF_prepped_RIA.nii.gz,N60127,RIA,17,0.362601758,0
2059,N60127_dwi_mask_OF_prepped_RPI.nii.gz,N60127,RPI,18,0.45274512,0
2060,N60127_dwi_mask_OF_prepped_RSP.nii.gz,N60127,RSP,19,0.951663739,0
2061,N60127_dwi_mask_OF_prepped_SAL.nii.gz,N60127,SAL,20,0.308184574,0
2062,N60127_dwi_mask_OF_prepped_SLP.nii.gz,N60127,SLP,21,0.139989135,0
2063,N60127_dwi_mask_OF_prepped_SPR.nii.gz,N60127,SPR,22,0.944658462,0
2064,N60127_dwi_mask_OF_prepped_SRA.nii.gz,N60127,SRA,23,0.741401237,0
2065,N60129_dwi_mask_OF_prepped_AIL.nii.gz,N60129,AIL,0,0.883143369,0
2066,N60129_dwi_mask_OF_prepped_ALS.nii.gz,N60129,ALS,1,0.649337737,0
2067,N60129_dwi_mask_OF_prepped_ARI.nii.gz,N60129,ARI,2,0.2609012,0
2068,N60129_dwi_mask_OF_prepped_ASR.nii.gz,N60129,ASR,3,0.653956753,0
2069,N60129_dwi_mask_OF_prepped_IAR.nii.gz,N60129,IAR,4,0.89526862,0
2070,N60129_dwi_mask_OF_prepped_ILA.nii.gz,N60129,ILA,5,0.576899044,0
2071,N60129_dwi_mask_OF_prepped_IPL.nii.gz,N60129,IPL,6,0.222158913,0
2072,N60129_dwi_mask_OF_prepped_IRP.nii.gz,N60129,IRP,7,0.452943421,0
2073,N60129_dwi_mask_OF_prepped_LAI.nii.gz,N60129,LAI,8,0.207399107,0
2074,N60129_dwi_mask_OF_prepped_LIP.nii.gz,N60129,LIP,9,0.228667183,0
2075,N60129_dwi_mask_OF_prepped_LPS.nii.gz,N60129,LPS,10,0.946679901,0
2076,N60129_dwi_mask_OF_prepped_LSA.nii.gz,N60129,LSA,11,0.034133017,0
2077,N60129_dwi_mask_OF_prepped_PIR.nii.gz,N60129,PIR,12,0.932460784,0
2078,N60129_dwi_mask_OF_prepped_PLI.nii.gz,N60129,PLI,13,0.520012927,0
2079,N60129_dwi_mask_OF_prepped_PRS.nii.gz,N60129,PRS,14,0.466296468,0
2080,N60129_dwi_mask_OF_prepped_PSL.nii.gz,N60129,PSL,15,0.210463837,0
2081,N60129_dwi_mask_OF_prepped_RAS.nii.gz,N60129,RAS,16,0.675861435,0
2082,N60129_dwi_mask_OF_prepped_RIA.nii.gz,N60129,RIA,17,0.744584525,0
2083,N60129_dwi_mask_OF_prepped_RPI.nii.gz,N60129,RPI,18,0.654823772,0
2084,N60129_dwi_mask_OF_prepped_RSP.nii.gz,N60129,RSP,19,0.914194065,0
2085,N60129_dwi_mask_OF_prepped_SAL.nii.gz,N60129,SAL,20,0.04718866,0
2086,N60129_dwi_mask_OF_prepped_SLP.nii.gz,N60129,SLP,21,0.422599054,0
2087,N60129_dwi_mask_OF_prepped_SPR.nii.gz,N60129,SPR,22,0.21333916,0
2088,N60129_dwi_mask_OF_prepped_SRA.nii.gz,N60129,SRA,23,0.705723344,0
2089,N60131_dwi_mask_OF_prepped_AIL.nii.gz,N60131,AIL,0,0.132011113,0
2090,N60131_dwi_mask_OF_prepped_ALS.nii.gz,N60131,ALS,1,0.492049696,0
2091,N60131_dwi_mask_OF_prepped_ARI.nii.gz,N60131,ARI,2,0.47669984,0
2092,N60131_dwi_mask_OF_prepped_ASR.nii.gz,N60131,ASR,3,0.430473494,0
2093,N60131_dwi_mask_OF_prepped_IAR.nii.gz,N60131,IAR,4,0.406106342,0
2094,N60131_dwi_mask_OF_prepped_ILA.nii.gz,N60131,ILA,5,0.315951357,0
2095,N60131_dwi_mask_OF_prepped_IPL.nii.gz,N60131,IPL,6,0.196200577,0
2096,N60131_dwi_mask_OF_prepped_IRP.nii.gz,N60131,IRP,7,0.388678739,0
2097,N60131_dwi_mask_OF_prepped_LAI.nii.gz,N60131,LAI,8,0.246900945,0
2098,N60131_dwi_mask_OF_prepped_LIP.nii.gz,N60131,LIP,9,0.740198336,0
2099,N60131_dwi_mask_OF_prepped_LPS.nii.gz,N60131,LPS,10,0.09933538,0
2100,N60131_dwi_mask_OF_prepped_LSA.nii.gz,N60131,LSA,11,0.765130027,0
2101,N60131_dwi_mask_OF_prepped_PIR.nii.gz,N60131,PIR,12,0.512740892,0
2102,N60131_dwi_mask_OF_prepped_PLI.nii.gz,N60131,PLI,13,0.436869445,0
2103,N60131_dwi_mask_OF_prepped_PRS.nii.gz,N60131,PRS,14,0.541649654,0
2104,N60131_dwi_mask_OF_prepped_PSL.nii.gz,N60131,PSL,15,0.459935773,0
2105,N60131_dwi_mask_OF_prepped_RAS.nii.gz,N60131,RAS,16,0.426351658,0
2106,N60131_dwi_mask_OF_prepped_RIA.nii.gz,N60131,RIA,17,0.995143791,0
2107,N60131_dwi_mask_OF_prepped_RPI.nii.gz,N60131,RPI,18,0.689212063,0
2108,N60131_dwi_mask_OF_prepped_RSP.nii.gz,N60131,RSP,19,0.370875296,0
2109,N60131_dwi_mask_OF_prepped_SAL.nii.gz,N60131,SAL,20,0.697196836,0
2110,N60131_dwi_mask_OF_prepped_SLP.nii.gz,N60131,SLP,21,0.123059873,0
2111,N60131_dwi_mask_OF_prepped_SPR.nii.gz,N60131,SPR,22,0.29313879,0
2112,N60131_dwi_mask_OF_prepped_SRA.nii.gz,N60131,SRA,23,0.948864423,0
2113,N60133_dwi_mask_OF_prepped_AIL.nii.gz,N60133,AIL,0,0.044601427,0
2114,N60133_dwi_mask_OF_prepped_ALS.nii.gz,N60133,ALS,1,0.576223497,0
2115,N60133_dwi_mask_OF_prepped_ARI.nii.gz,N60133,ARI,2,0.919464397,0
2116,N60133_dwi_mask_OF_prepped_ASR.nii.gz,N60133,ASR,3,0.596676603,0
2117,N60133_dwi_mask_OF_prepped_IAR.nii.gz,N60133,IAR,4,0.207409392,0
2118,N60133_dwi_mask_OF_prepped_ILA.nii.gz,N60133,ILA,5,0.999691754,0
2119,N60133_dwi_mask_OF_prepped_IPL.nii.gz,N60133,IPL,6,0.132722182,0
2120,N60133_dwi_mask_OF_prepped_IRP.nii.gz,N60133,IRP,7,0.782380199,0
2121,N60133_dwi_mask_OF_prepped_LAI.nii.gz,N60133,LAI,8,0.971255201,0
2122,N60133_dwi_mask_OF_prepped_LIP.nii.gz,N60133,LIP,9,0.766332081,0
2123,N60133_dwi_mask_OF_prepped_LPS.nii.gz,N60133,LPS,10,0.80376477,0
2124,N60133_dwi_mask_OF_prepped_LSA.nii.gz,N60133,LSA,11,0.192873066,0
2125,N60133_dwi_mask_OF_prepped_PIR.nii.gz,N60133,PIR,12,0.952440507,0
2126,N60133_dwi_mask_OF_prepped_PLI.nii.gz,N60133,PLI,13,0.386668619,0
2127,N60133_dwi_mask_OF_prepped_PRS.nii.gz,N60133,PRS,14,0.788718753,0
2128,N60133_dwi_mask_OF_prepped_PSL.nii.gz,N60133,PSL,15,0.499797682,0
2129,N60133_dwi_mask_OF_prepped_RAS.nii.gz,N60133,RAS,16,0.2976095,0
2130,N60133_dwi_mask_OF_prepped_RIA.nii.gz,N60133,RIA,17,0.431598572,0
2131,N60133_dwi_mask_OF_prepped_RPI.nii.gz,N60133,RPI,18,0.65973543,0
2132,N60133_dwi_mask_OF_prepped_RSP.nii.gz,N60133,RSP,19,0.804049319,0
2133,N60133_dwi_mask_OF_prepped_SAL.nii.gz,N60133,SAL,20,0.372988574,0
2134,N60133_dwi_mask_OF_prepped_SLP.nii.gz,N60133,SLP,21,0.173539567,0
2135,N60133_dwi_mask_OF_prepped_SPR.nii.gz,N60133,SPR,22,0.305322844,0
2136,N60133_dwi_mask_OF_prepped_SRA.nii.gz,N60133,SRA,23,0.315804182,0
2137,N60137_dwi_mask_OF_prepped_AIL.nii.gz,N60137,AIL,0,0.583630273,0
2138,N60137_dwi_mask_OF_prepped_ALS.nii.gz,N60137,ALS,1,0.915478088,0
2139,N60137_dwi_mask_OF_prepped_ARI.nii.gz,N60137,ARI,2,0.633526098,0
2140,N60137_dwi_mask_OF_prepped_ASR.nii.gz,N60137,ASR,3,0.194145743,0
2141,N60137_dwi_mask_OF_prepped_IAR.nii.gz,N60137,IAR,4,0.939888274,0
2142,N60137_dwi_mask_OF_prepped_ILA.nii.gz,N60137,ILA,5,0.005547667,0
2143,N60137_dwi_mask_OF_prepped_IPL.nii.gz,N60137,IPL,6,0.487766303,0
2144,N60137_dwi_mask_OF_prepped_IRP.nii.gz,N60137,IRP,7,0.651340338,0
2145,N60137_dwi_mask_OF_prepped_LAI.nii.gz,N60137,LAI,8,0.328895003,0
2146,N60137_dwi_mask_OF_prepped_LIP.nii.gz,N60137,LIP,9,0.754073193,0
2147,N60137_dwi_mask_OF_prepped_LPS.nii.gz,N60137,LPS,10,0.006922086,0
2148,N60137_dwi_mask_OF_prepped_LSA.nii.gz,N60137,LSA,11,0.101062816,0
2149,N60137_dwi_mask_OF_prepped_PIR.nii.gz,N60137,PIR,12,0.370569265,0
2150,N60137_dwi_mask_OF_prepped_PLI.nii.gz,N60137,PLI,13,0.825471676,0
2151,N60137_dwi_mask_OF_prepped_PRS.nii.gz,N60137,PRS,14,0.578901453,0
2152,N60137_dwi_mask_OF_prepped_PSL.nii.gz,N60137,PSL,15,0.653533676,0
2153,N60137_dwi_mask_OF_prepped_RAS.nii.gz,N60137,RAS,16,0.373605699,0
2154,N60137_dwi_mask_OF_prepped_RIA.nii.gz,N60137,RIA,17,0.789158058,0
2155,N60137_dwi_mask_OF_prepped_RPI.nii.gz,N60137,RPI,18,0.795191125,0
2156,N60137_dwi_mask_OF_prepped_RSP.nii.gz,N60137,RSP,19,0.769711914,0
2157,N60137_dwi_mask_OF_prepped_SAL.nii.gz,N60137,SAL,20,0.287598821,0
2158,N60137_dwi_mask_OF_prepped_SLP.nii.gz,N60137,SLP,21,0.443625411,0
2159,N60137_dwi_mask_OF_prepped_SPR.nii.gz,N60137,SPR,22,0.280157377,0
2160,N60137_dwi_mask_OF_prepped_SRA.nii.gz,N60137,SRA,23,0.336626593,0
2161,N60139_dwi_mask_OF_prepped_AIL.nii.gz,N60139,AIL,0,0.723557918,0
2162,N60139_dwi_mask_OF_prepped_ALS.nii.gz,N60139,ALS,1,0.828953892,0
2163,N60139_dwi_mask_OF_prepped_ARI.nii.gz,N60139,ARI,2,0.042783586,0
2164,N60139_dwi_mask_OF_prepped_ASR.nii.gz,N60139,ASR,3,0.534936824,0
2165,N60139_dwi_mask_OF_prepped_IAR.nii.gz,N60139,IAR,4,0.309646735,0
2166,N60139_dwi_mask_OF_prepped_ILA.nii.gz,N60139,ILA,5,0.599527022,0
2167,N60139_dwi_mask_OF_prepped_IPL.nii.gz,N60139,IPL,6,0.193860867,0
2168,N60139_dwi_mask_OF_prepped_IRP.nii.gz,N60139,IRP,7,0.57225102,0
2169,N60139_dwi_mask_OF_prepped_LAI.nii.gz,N60139,LAI,8,0.943399015,0
2170,N60139_dwi_mask_OF_prepped_LIP.nii.gz,N60139,LIP,9,0.889444051,0
2171,N60139_dwi_mask_OF_prepped_LPS.nii.gz,N60139,LPS,10,0.460063102,0
2172,N60139_dwi_mask_OF_prepped_LSA.nii.gz,N60139,LSA,11,0.47633326,0
2173,N60139_dwi_mask_OF_prepped_PIR.nii.gz,N60139,PIR,12,0.59264905,0
2174,N60139_dwi_mask_OF_prepped_PLI.nii.gz,N60139,PLI,13,0.265796464,0
2175,N60139_dwi_mask_OF_prepped_PRS.nii.gz,N60139,PRS,14,0.759345343,0
2176,N60139_dwi_mask_OF_prepped_PSL.nii.gz,N60139,PSL,15,0.243970454,0
2177,N60139_dwi_mask_OF_prepped_RAS.nii.gz,N60139,RAS,16,0.940000336,0
2178,N60139_dwi_mask_OF_prepped_RIA.nii.gz,N60139,RIA,17,0.838254503,0
2179,N60139_dwi_mask_OF_prepped_RPI.nii.gz,N60139,RPI,18,0.731241345,0
2180,N60139_dwi_mask_OF_prepped_RSP.nii.gz,N60139,RSP,19,0.691258436,0
2181,N60139_dwi_mask_OF_prepped_SAL.nii.gz,N60139,SAL,20,0.017002081,0
2182,N60139_dwi_mask_OF_prepped_SLP.nii.gz,N60139,SLP,21,0.210564747,0
2183,N60139_dwi_mask_OF_prepped_SPR.nii.gz,N60139,SPR,22,0.443674793,0
2184,N60139_dwi_mask_OF_prepped_SRA.nii.gz,N60139,SRA,23,0.072975911,0
2185,N60157_dwi_mask_OF_prepped_AIL.nii.gz,N60157,AIL,0,0.818992146,1
2186,N60157_dwi_mask_OF_prepped_ALS.nii.gz,N60157,ALS,1,0.309868628,1
2187,N60157_dwi_mask_OF_prepped_ARI.nii.gz,N60157,ARI,2,0.926452185,1
2188,N60157_dwi_mask_OF_prepped_ASR.nii.gz,N60157,ASR,3,0.048811299,1
2189,N60157_dwi_mask_OF_prepped_IAR.nii.gz,N60157,IAR,4,0.58628779,1
2190,N60157_dwi_mask_OF_prepped_ILA.nii.gz,N60157,ILA,5,0.631492426,1
2191,N60157_dwi_mask_OF_prepped_IPL.nii.gz,N60157,IPL,6,0.737791077,1
2192,N60157_dwi_mask_OF_prepped_IRP.nii.gz,N60157,IRP,7,0.461479921,1
2193,N60157_dwi_mask_OF_prepped_LAI.nii.gz,N60157,LAI,8,0.505614115,1
2194,N60157_dwi_mask_OF_prepped_LIP.nii.gz,N60157,LIP,9,0.244629945,1
2195,N60157_dwi_mask_OF_prepped_LPS.nii.gz,N60157,LPS,10,0.600987606,1
2196,N60157_dwi_mask_OF_prepped_LSA.nii.gz,N60157,LSA,11,0.54338227,1
2197,N60157_dwi_mask_OF_prepped_PIR.nii.gz,N60157,PIR,12,0.685083031,1
2198,N60157_dwi_mask_OF_prepped_PLI.nii.gz,N60157,PLI,13,0.291495886,1
2199,N60157_dwi_mask_OF_prepped_PRS.nii.gz,N60157,PRS,14,0.255149374,1
2200,N60157_dwi_mask_OF_prepped_PSL.nii.gz,N60157,PSL,15,0.238581997,1
2201,N60157_dwi_mask_OF_prepped_RAS.nii.gz,N60157,RAS,16,0.704203683,1
2202,N60157_dwi_mask_OF_prepped_RIA.nii.gz,N60157,RIA,17,0.958573774,1
2203,N60157_dwi_mask_OF_prepped_RPI.nii.gz,N60157,RPI,18,0.5262383,1
2204,N60157_dwi_mask_OF_prepped_RSP.nii.gz,N60157,RSP,19,0.884061546,1
2205,N60157_dwi_mask_OF_prepped_SAL.nii.gz,N60157,SAL,20,0.974037669,1
2206,N60157_dwi_mask_OF_prepped_SLP.nii.gz,N60157,SLP,21,0.593715009,1
2207,N60157_dwi_mask_OF_prepped_SPR.nii.gz,N60157,SPR,22,0.576132305,1
2208,N60157_dwi_mask_OF_prepped_SRA.nii.gz,N60157,SRA,23,0.41154533,1
2209,N60159_dwi_mask_OF_prepped_AIL.nii.gz,N60159,AIL,0,0.613129545,0
2210,N60159_dwi_mask_OF_prepped_ALS.nii.gz,N60159,ALS,1,0.555473337,0
2211,N60159_dwi_mask_OF_prepped_ARI.nii.gz,N60159,ARI,2,0.28205992,0
2212,N60159_dwi_mask_OF_prepped_ASR.nii.gz,N60159,ASR,3,0.776902954,0
2213,N60159_dwi_mask_OF_prepped_IAR.nii.gz,N60159,IAR,4,0.282805993,0
2214,N60159_dwi_mask_OF_prepped_ILA.nii.gz,N60159,ILA,5,0.016401657,0
2215,N60159_dwi_mask_OF_prepped_IPL.nii.gz,N60159,IPL,6,0.706474752,0
2216,N60159_dwi_mask_OF_prepped_IRP.nii.gz,N60159,IRP,7,0.354404721,0
2217,N60159_dwi_mask_OF_prepped_LAI.nii.gz,N60159,LAI,8,0.660291927,0
2218,N60159_dwi_mask_OF_prepped_LIP.nii.gz,N60159,LIP,9,0.155907587,0
2219,N60159_dwi_mask_OF_prepped_LPS.nii.gz,N60159,LPS,10,0.338677348,0
2220,N60159_dwi_mask_OF_prepped_LSA.nii.gz,N60159,LSA,11,0.28707292,0
2221,N60159_dwi_mask_OF_prepped_PIR.nii.gz,N60159,PIR,12,0.123363057,0
2222,N60159_dwi_mask_OF_prepped_PLI.nii.gz,N60159,PLI,13,0.960401902,0
2223,N60159_dwi_mask_OF_prepped_PRS.nii.gz,N60159,PRS,14,0.944658339,0
2224,N60159_dwi_mask_OF_prepped_PSL.nii.gz,N60159,PSL,15,0.8863807,0
2225,N60159_dwi_mask_OF_prepped_RAS.nii.gz,N60159,RAS,16,0.52089617,0
2226,N60159_dwi_mask_OF_prepped_RIA.nii.gz,N60159,RIA,17,0.621778695,0
2227,N60159_dwi_mask_OF_prepped_RPI.nii.gz,N60159,RPI,18,0.856488841,0
2228,N60159_dwi_mask_OF_prepped_RSP.nii.gz,N60159,RSP,19,0.214620059,0
2229,N60159_dwi_mask_OF_prepped_SAL.nii.gz,N60159,SAL,20,0.7436989,0
2230,N60159_dwi_mask_OF_prepped_SLP.nii.gz,N60159,SLP,21,0.00821613,0
2231,N60159_dwi_mask_OF_prepped_SPR.nii.gz,N60159,SPR,22,0.892185092,0
2232,N60159_dwi_mask_OF_prepped_SRA.nii.gz,N60159,SRA,23,0.424674999,0
2233,N60161_dwi_mask_OF_prepped_AIL.nii.gz,N60161,AIL,0,0.2329796,0
2234,N60161_dwi_mask_OF_prepped_ALS.nii.gz,N60161,ALS,1,0.440352683,0
2235,N60161_dwi_mask_OF_prepped_ARI.nii.gz,N60161,ARI,2,0.734591985,0
2236,N60161_dwi_mask_OF_prepped_ASR.nii.gz,N60161,ASR,3,0.799676881,0
2237,N60161_dwi_mask_OF_prepped_IAR.nii.gz,N60161,IAR,4,0.918469858,0
2238,N60161_dwi_mask_OF_prepped_ILA.nii.gz,N60161,ILA,5,0.636144135,0
2239,N60161_dwi_mask_OF_prepped_IPL.nii.gz,N60161,IPL,6,0.402318876,0
2240,N60161_dwi_mask_OF_prepped_IRP.nii.gz,N60161,IRP,7,0.571510586,0
2241,N60161_dwi_mask_OF_prepped_LAI.nii.gz,N60161,LAI,8,0.34921929,0
2242,N60161_dwi_mask_OF_prepped_LIP.nii.gz,N60161,LIP,9,0.828945262,0
2243,N60161_dwi_mask_OF_prepped_LPS.nii.gz,N60161,LPS,10,0.014960778,0
2244,N60161_dwi_mask_OF_prepped_LSA.nii.gz,N60161,LSA,11,0.36181332,0
2245,N60161_dwi_mask_OF_prepped_PIR.nii.gz,N60161,PIR,12,0.667155813,0
2246,N60161_dwi_mask_OF_prepped_PLI.nii.gz,N60161,PLI,13,0.086438373,0
2247,N60161_dwi_mask_OF_prepped_PRS.nii.gz,N60161,PRS,14,0.427932384,0
